id	qid	testSet	module	count	accuracy
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj23-l2.qa45	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj28-l2.qa44	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj30-l2.qa50	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj35-l2.qa49	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj35-l2.qa51	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj40-l2.qa49	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb2-l2.qa43	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb31-l2.qa42	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb42-l2.qa42	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj3-l2.qa45	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj7-l2.qa45	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	5	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj9-l2.qa46	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj19-l2.qa58	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj24-l2.qa47	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj29-l2.qa49	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj46-l2.qa54	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb16-l2.qa43	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb18-l2.qa43	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb41-l2.qa43	PARALLEL_SWITCH_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj3-l2.qa48	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj11-l2.qa50	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj19-l2.qa59	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj24-l2.qa50	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj24-l2.qa51	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj28-l2.qa49	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj34-l2.qa54	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj34-l2.qa55	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj38-l2.qa46	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj45-l2.qa49	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj47-l2.qa56	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb3-l2.qa48	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb11-l2.qa44	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb17-l2.qa44	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb25-l2.qa45	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb29-l2.qa44	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb40-l2.qa44	PARALLEL_SWITCH_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj12-l2.qa62	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj14-l2.qa61	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj14-l2.qa62	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj15-l2.qa68	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj18-l2.qa60	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj29-l2.qa66	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj37-l2.qa59	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb4-l2.qa54	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb20-l2.qa54	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb34-l2.qa55	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb35-l2.qa55	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb41-l2.qa55	SWITCH_TABLE_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbj36-l2.qa60	SWITCH_TABLE_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbj45-l2.qa60	SWITCH_TABLE_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbjb35-l2.qa56	SWITCH_TABLE_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbjb37-l2.qa55	SWITCH_TABLE_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj3-l2.qa60	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	5	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj19-l2.qa82	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj26-l2.qa66	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj36-l2.qa62	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj38-l2.qa59	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj42-l2.qa64	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj45-l2.qa61	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj46-l2.qa71	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb4-l2.qa56	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb9-l2.qa56	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb15-l2.qa57	SWITCH_TABLE_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj7-l1.qa39	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj13-l1.qa43	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj27-l1.qa43	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj29-l1.qa48	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj33-l1.qa44	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj36-l1.qa43	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb2-l1.qa33	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	2	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb9-l1.qa35	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb27-l1.qa32	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb35-l1.qa32	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb40-l1.qa32	CONDITIONS_FOR_BULB_TO_LIGHT	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj26-l1.qa109	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj40-l1.qa98	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb20-l1.qa82	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb24-l1.qa77	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb35-l1.qa71	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb41-l1.qa72	DAMAGED_BUILD_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj3-l1.qa98	DAMAGED_BULB_EXPLAIN_2_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj10-l1.qa112	DAMAGED_BULB_EXPLAIN_2_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj46-l1.qa105	DAMAGED_BULB_EXPLAIN_2_Q	unseen-answers	SwitchesBulbsSeries	2	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbjb24-l1.qa85	DAMAGED_BULB_EXPLAIN_2_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbjb37-l1.qa79	DAMAGED_BULB_EXPLAIN_2_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj14-l2.qa139	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj23-l2.qa135	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj34-l2.qa144	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj38-l2.qa129	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj38-l2.qa130	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj39-l2.qa153	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj40-l2.qa143	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj43-l2.qa143	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj48-l2.qa133	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb5-l2.qa116	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb12-l2.qa118	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb18-l2.qa116	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb19-l2.qa118	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb30-l2.qa116	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb41-l2.qa117	GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj9-l1.qa52	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj24-l1.qa61	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj27-l1.qa60	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj37-l1.qa46	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj39-l1.qa58	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbjb34-l1.qa41	SHORT_CIRCUIT_EXPLAIN_Q_2	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj8-l1.qa66	SHORT_CIRCUIT_EXPLAIN_Q_4	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj11-l1.qa72	SHORT_CIRCUIT_EXPLAIN_Q_4	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj31-l1.qa56	SHORT_CIRCUIT_EXPLAIN_Q_4	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj34-l1.qa45	SHORT_CIRCUIT_EXPLAIN_Q_4	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj9-l1.qa55	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj15-l1.qa80	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	3	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj23-l1.qa56	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj23-l1.qa57	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj24-l1.qa65	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj45-l1.qa49	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj48-l1.qa56	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbjb24-l1.qa45	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbjb34-l1.qa43	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbjb39-l1.qa43	SHORT_CIRCUIT_EXPLAIN_Q_5	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj8-l1.qa59	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj8-l1.qa60	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	11	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj33-l1.qa49	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj33-l1.qa50	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj35-l1.qa49	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj39-l1.qa53	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb3-l1.qa44	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb11-l1.qa39	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb21-l1.qa37	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb25-l1.qa37	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb36-l1.qa37	SHORT_CIRCUIT_X_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj8-l1.qa98	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj8-l1.qa99	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj18-l1.qa77	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj19-l1.qa100	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj24-l1.qa87	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj29-l1.qa90	SWITCH_OPEN_EXPLAIN_Q	unseen-answers	SwitchesBulbsSeries	1	incorrect
