ID	Fold	Actual	Predicted
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj26-l1.qa261	6	contradictory	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb36-l1.qa159	6	contradictory	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb7-l1.qa180	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj47-l2.qa108	6	contradictory	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj19-l2.qa108	6	contradictory	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj13-l1.qa156	6	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb28-l1.qa184	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj9-l1.qa155	6	contradictory	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb16-l1.qa182	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj13-l2.qa51	6	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj43-l1.qa221	6	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj46-l1.qa232	6	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj19-l1.qa277	6	contradictory	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj14-l1.qa230	6	contradictory	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj39-l1.qa244	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj36-l1.qa180	6	contradictory	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb36-l1.qa175	6	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj46-l2.qa112	6	contradictory	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb37-l1.qa159	6	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb11-l2.qa87	6	contradictory	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb1-l1.qa122	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj27-l1.qa172	6	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb27-l2.qa43	6	contradictory	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj19-l1.qa99	6	contradictory	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj45-l2.qa76	6	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb39-l1.qa146	6	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb34-l1.qa179	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbjb10-l2.qa55	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj40-l1.qa252	6	contradictory	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj36-l1.qa42	6	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb21-l2.qa102	6	contradictory	contradictory
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj39-l1.qa45	6	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb20-l2.qa103	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb21-l2.qa80	6	contradictory	non_domain
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb31-l1.qa71	6	contradictory	non_domain
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb6-l2.qa78	6	contradictory	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj40-l1.qa253	6	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb25-l2.qa103	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb27-l2.qa42	6	contradictory	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj23-l1.qa185	6	contradictory	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj28-l1.qa225	6	contradictory	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj3-l2.qa47	6	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj29-l2.qa114	6	contradictory	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj24-l1.qa256	6	contradictory	non_domain
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb38-l2.qa54	6	contradictory	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj35-l2.qa84	6	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj35-l1.qa186	6	contradictory	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj24-l1.qa46	6	contradictory	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj29-l1.qa172	6	contradictory	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj33-l1.qa161	6	contradictory	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj15-l1.qa263	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj12-l1.qa154	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj19-l1.qa211	6	contradictory	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj15-l2.qa155	6	contradictory	irrelevant
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb36-l1.qa145	6	contradictory	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj47-l1.qa253	6	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj42-l1.qa180	6	contradictory	contradictory
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj15-l1.qa213	6	contradictory	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj35-l2.qa69	6	contradictory	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206	6	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj10-l2.qa44	6	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb22-l1.qa155	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj8-l2.qa144	6	contradictory	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj48-l1.qa37	6	contradictory	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj15-l2.qa118	6	contradictory	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj22-l1.qa68	6	contradictory	contradictory
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb19-l1.qa34	6	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj15-l2.qa103	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj42-l1.qa181	6	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj3-l1.qa178	6	contradictory	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj43-l2.qa77	6	contradictory	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb25-l1.qa184	6	contradictory	contradictory
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbjb37-l1.qa32	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj47-l2.qa71	6	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb6-l2.qa42	6	contradictory	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb27-l2.qa68	6	contradictory	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb22-l1.qa129	6	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj36-l1.qa193	6	contradictory	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj15-l1.qa75	6	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj43-l2.qa105	6	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb17-l1.qa149	6	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb25-l2.qa77	6	contradictory	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY3.sbj46-l1.qa177	6	irrelevant	contradictory
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj13-l2.qa150	6	irrelevant	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb29-l1.qa121	6	irrelevant	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj26-l1.qa243	6	irrelevant	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj40-l1.qa153	6	irrelevant	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj9-l1.qa162	6	irrelevant	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb16-l1.qa119	6	irrelevant	non_domain
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb35-l1.qa176	6	irrelevant	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj36-l1.qa239	6	irrelevant	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb13-l2.qa44	6	irrelevant	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj40-l1.qa154	6	irrelevant	non_domain
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbjb22-l1.qa54	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj9-l1.qa156	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb16-l2.qa81	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj3-l1.qa213	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj42-l2.qa51	7	partially_correct_incomplete	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj19-l1.qa269	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj12-l2.qa105	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb37-l2.qa79	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj47-l1.qa64	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb32-l1.qa183	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj19-l2.qa96	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj39-l1.qa93	7	partially_correct_incomplete	non_domain
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb4-l2.qa116	7	partially_correct_incomplete	non_domain
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb9-l1.qa195	7	partially_correct_incomplete	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj36-l1.qa154	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbjb29-l1.qa181	7	partially_correct_incomplete	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj27-l1.qa225	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj28-l1.qa238	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb10-l2.qa94	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj31-l2.qa70	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj13-l2.qa68	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj35-l1.qa235	7	partially_correct_incomplete	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb19-l1.qa185	7	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj15-l1.qa60	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj11-l2.qa101	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj27-l1.qa235	7	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbjb39-l1.qa180	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb15-l2.qa81	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj29-l2.qa137	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb40-l1.qa178	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb29-l1.qa122	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj10-l2.qa51	7	partially_correct_incomplete	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj24-l1.qa248	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj13-l2.qa47	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj3-l2.qa119	7	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj28-l1.qa63	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj43-l1.qa43	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj39-l1.qa43	7	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj12-l1.qa151	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj46-l1.qa60	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj19-l1.qa71	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb16-l1.qa177	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj47-l2.qa140	7	partially_correct_incomplete	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj27-l1.qa226	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj19-l1.qa72	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj38-l1.qa213	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj42-l2.qa66	7	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj19-l1.qa121	7	partially_correct_incomplete	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa245	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj18-l2.qa113	7	partially_correct_incomplete	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj31-l1.qa145	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb28-l1.qa185	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj14-l2.qa91	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj40-l2.qa55	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbjb24-l2.qa126	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj24-l1.qa249	7	partially_correct_incomplete	non_domain
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj26-l1.qa258	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj8-l2.qa48	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb35-l2.qa45	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj14-l2.qa133	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj43-l2.qa44	7	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj39-l1.qa256	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj39-l2.qa61	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj27-l2.qa139	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj40-l1.qa244	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj28-l2.qa48	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj42-l1.qa237	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb30-l1.qa187	7	partially_correct_incomplete	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj12-l1.qa212	7	partially_correct_incomplete	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb29-l2.qa117	7	partially_correct_incomplete	non_domain
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb7-l2.qa69	7	partially_correct_incomplete	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj33-l1.qa198	7	partially_correct_incomplete	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj19-l1.qa250	7	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb40-l2.qa116	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj31-l1.qa57	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb35-l1.qa139	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb37-l2.qa43	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb36-l1.qa71	7	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj23-l1.qa208	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj46-l2.qa70	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb15-l2.qa104	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb9-l2.qa113	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj37-l2.qa44	7	partially_correct_incomplete	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbjb19-l1.qa122	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj28-l2.qa47	7	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj11-l1.qa184	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj30-l1.qa213	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj35-l2.qa105	7	partially_correct_incomplete	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj27-l2.qa79	7	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj8-l2.qa62	7	partially_correct_incomplete	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj10-l1.qa158	7	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj9-l1.qa204	7	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb5-l2.qa56	7	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb13-l1.qa72	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj7-l1.qa45	7	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj24-l1.qa95	7	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj18-l1.qa160	7	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj13-l2.qa155	7	correct	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj14-l1.qa228	7	correct	correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbjb42-l1.qa149	7	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj43-l2.qa125	7	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb17-l1.qa73	7	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbj12-l1.qa159	7	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj23-l2.qa118	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj11-l1.qa73	7	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj48-l2.qa50	7	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb26-l2.qa68	7	correct	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj33-l2.qa93	7	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj8-l2.qa63	7	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb19-l1.qa165	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj47-l1.qa55	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj37-l1.qa49	7	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj43-l2.qa111	7	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj27-l2.qa46	7	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj13-l1.qa111	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb35-l1.qa37	7	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb9-l2.qa120	7	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj23-l2.qa68	7	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb12-l2.qa87	7	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb38-l2.qa87	7	correct	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj18-l1.qa161	7	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj10-l1.qa53	7	correct	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj39-l2.qa160	7	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj11-l1.qa118	7	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj12-l2.qa154	7	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj33-l1.qa167	7	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj48-l2.qa91	7	correct	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj11-l1.qa236	7	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY3.sbjb28-l1.qa142	7	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj30-l2.qa53	7	correct	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj8-l1.qa163	7	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj3-l2.qa109	7	correct	correct
